,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number,CellType
0,Extracellular Matrix Organization,2.9250935240306973e-07,0.00026940111356322724,23/300,57.06674759378024,CAST;ITGB1;APP;TGFB3;ITGA3;COL11A1;ITGA2;NTN4;LOXL4;PRKCA;HSPG2;NID2;ASPN;BMP4;SCUBE3;MFAP4;COL6A2;COL6A1;COL8A2;ADAM9;ITGA5;CD44;CTSB,0.051685393258426963,23,HFFC6
1,GPER1 Signaling,5.9049717179651e-06,0.0027192394761229,8/45,116.26751185300247,ITGB1;GPER1;GNB3;ITGA5;GNG12;ADCY7;PRKACB;GNG11,0.017977528089887642,8,HFFC6
2,Opioid Signalling,3.1407891149305525e-05,0.0096422225828367,10/90,58.02459504166526,PPP3CA;PPP2CB;PPP3CC;PDE4B;GNB3;PRKCA;GNG12;PRKACB;ADCY7;GNG11,0.02247191011235955,10,HFFC6
3,Integrin Cell Surface Interactions,0.00011375662442763768,0.0261924627744635,9/85,48.04677547423861,ITGB1;ITGA3;ITGA2;COL6A2;COL6A1;COL8A2;ITGA5;HSPG2;CD44,0.020224719101123594,9,HFFC6
4,DARPP-32 Events,0.00015975843922071787,0.0294275045044562,5/24,102.14158819638372,PPP2CB;PPP3CA;PPP3CC;PDE4B;PRKACB,0.011235955056179775,5,HFFC6
5,Cellular Responses to Mechanical Stimuli,0.00022730628364187952,0.0299070124620244,9/93,40.140813502030255,ITGB1;PIEZO1;GNB3;ITGA5;GNG12;PRKACB;ADCY7;GNG11;VCL,0.020224719101123594,9,HFFC6
6,Response of Endothelial Cells to Shear Stress,0.00022730628364187952,0.0299070124620244,9/93,40.140813502030255,ITGB1;PIEZO1;GNB3;ITGA5;GNG12;PRKACB;ADCY7;GNG11;VCL,0.020224719101123594,9,HFFC6
7,ECM Proteoglycans,0.00028320503340454185,0.0326039794706978,8/76,42.85796670767024,ITGB1;APP;TGFB3;ITGA2;COL6A2;COL6A1;HSPG2;ASPN,0.017977528089887642,8,HFFC6
8,Elastic Fibre Formation,0.00040456007795241226,0.0407360901515022,6/44,54.84258497463853,ITGB1;BMP4;MFAP4;TGFB3;LOXL4;ITGA5,0.01348314606741573,6,HFFC6
9,Laminin Interactions,0.0004799322042878951,0.0407360901515022,5/30,67.83892600940655,ITGB1;ITGA3;ITGA2;NID2;HSPG2,0.011235955056179775,5,HFFC6
10,Ca2+ Pathway,0.00048653310712977704,0.0407360901515022,7/63,42.44930968347072,PPP3CA;TCF7L1;GNB3;PRKCA;GNG12;GNG11;PRKG1,0.015730337078651686,7,HFFC6
11,Role of ABL in ROBO-SLIT Signaling,0.0005637391960615855,0.0432669832977266,3/8,198.53207668861904,SLIT2;CAP2;ROBO1,0.006741573033707865,3,HFFC6
12,G Alpha (Z) Signalling Events,0.0006525884707257452,0.0462333831952624,6/48,46.57316766104677,PRKCE;GNB3;PRKCA;GNG12;ADCY7;GNG11,0.01348314606741573,6,HFFC6
13,Glucagon Signaling in Metabolic Regulation,0.0007567031205766226,0.0487252916017394,5/33,56.95274269270914,GNB3;GNG12;ADCY7;PRKACB;GNG11,0.011235955056179775,5,HFFC6
14,Beta-catenin Independent WNT Signaling,0.000842553069382595,0.0487252916017394,10/134,25.501202279170105,PPP3CA;TCF7L1;WNT5B;GNB3;PRKCA;ROR1;PRICKLE1;GNG12;GNG11;PRKG1,0.02247191011235955,10,HFFC6
15,High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,0.0008464762927555176,0.0487252916017394,7/69,35.54694448949824,PIEZO1;GNB3;GNG12;PRKACB;ADCY7;GNG11;VCL,0.015730337078651686,7,HFFC6
16,Nervous System Development,0.0009824731946473234,0.0516918044230844,25/567,14.460699255179923,RET;SEMA5A;ITGB1;ARHGEF28;NTN4;CACNA1C;EGFR;ROBO1;RPS6KA4;ALCAM;CLTCL1;PIP5K1C;SLIT2;EPHB2;PRKACB;SCN1B;CAP2;ITGA2;SCD5;PRKCA;COL6A2;COL6A1;ITGA5;MYL9;FGFR1,0.056179775280898875,25,HFFC6
17,Formation of the Ureteric Bud,0.0010714542647899,0.0516918044230844,4/21,71.28999407380229,ITGB1;RET;BMP4;SLIT2,0.008988764044943821,4,HFFC6
18,Signal Transduction by L1,0.0010714542647899,0.0516918044230844,4/21,71.28999407380229,ITGB1;ITGA5;EGFR;FGFR1,0.008988764044943821,4,HFFC6
19,Axon Guidance,0.0011350482396866,0.0516918044230844,24/541,14.235043591519728,RET;SEMA5A;ITGB1;ITGA2;ARHGEF28;NTN4;PRKCA;CACNA1C;EGFR;ROBO1;RPS6KA4;ALCAM;COL6A2;CLTCL1;COL6A1;PIP5K1C;ITGA5;SLIT2;EPHB2;MYL9;PRKACB;SCN1B;CAP2;FGFR1,0.05393258426966292,24,HFFC6
20,Degradation of the Extracellular Matrix,0.0011786404917315,0.0516918044230844,10/140,23.163646555224837,CAST;SCUBE3;COL6A2;COL11A1;COL6A1;COL8A2;ADAM9;HSPG2;CD44;CTSB,0.02247191011235955,10,HFFC6
21,L1CAM Interactions,0.0014615774056499,0.0611869450274381,9/120,23.6055813307848,RPS6KA4;ITGB1;ALCAM;ITGA2;ITGA5;EPHB2;SCN1B;EGFR;FGFR1,0.020224719101123594,9,HFFC6
22,Clathrin-mediated Endocytosis,0.0015359109644422,0.0615032173152746,10/145,21.42444034074961,DAB2;SGIP1;DNAJC6;CLTCL1;PACSIN3;PIP5K1C;IL7R;EGFR;PICALM;EPN2,0.02247191011235955,10,HFFC6
23,Non-integrin membrane-ECM Interactions,0.0019518113764637,0.0749007615717981,6/59,31.37652326805507,ITGB1;ITGA2;COL11A1;NTN4;PRKCA;HSPG2,0.01348314606741573,6,HFFC6
24,MET Promotes Cell Motility,0.0020655941192969,0.0760964873548984,5/41,38.09123845164948,ITGB1;ITGA3;COL11A1;ITGA2;TNS3,0.011235955056179775,5,HFFC6
25,Assembly of Collagen Fibrils and Other Multimeric Structures,0.0023174745777417,0.0785514157860374,6/61,29.40034938671332,COL6A2;COL11A1;COL6A1;COL8A2;LOXL4;CTSB,0.01348314606741573,6,HFFC6
26,ADORA2B Mediated Anti-Inflammatory Cytokines Production,0.0025586780386331,0.0785514157860374,5/43,34.83331911640588,GNB3;GNG12;ADCY7;PRKACB;GNG11,0.011235955056179775,5,HFFC6
27,Activation of GABAB Receptors,0.0025586780386331,0.0785514157860374,5/43,34.83331911640588,GABBR2;GNB3;GNG12;ADCY7;GNG11,0.011235955056179775,5,HFFC6
28,GABA B Receptor Activation,0.0025586780386331,0.0785514157860374,5/43,34.83331911640588,GABBR2;GNB3;GNG12;ADCY7;GNG11,0.011235955056179775,5,HFFC6
29,Vasopressin Regulates Renal Water Homeostasis via Aquaporins,0.0025586780386331,0.0785514157860374,5/43,34.83331911640588,GNB3;GNG12;ADCY7;PRKACB;GNG11,0.011235955056179775,5,HFFC6
30,Dissolution of Fibrin Clot,0.0026499785819496,0.0787300088379241,3/13,78.70891407203946,PLAUR;PLAT;SERPINB6,0.006741573033707865,3,HFFC6
31,Integration of Energy Metabolism,0.0028582658769673,0.0822644647714656,8/108,20.86195773001013,PPP2CB;GNB3;PRKCA;CACNA1C;GNG12;PRKACB;GNG11;ADCY7,0.017977528089887642,8,HFFC6
32,Collagen Degradation,0.0029596669590912,0.0826016142219095,6/64,26.751574106106272,COL6A2;COL11A1;COL6A1;COL8A2;ADAM9;CTSB,0.01348314606741573,6,HFFC6
33,"Adrenaline,noradrenaline Inhibits Insulin Secretion",0.003242081031868,0.0878222538338381,4/28,42.30638890264492,GNB3;CACNA1C;GNG12;GNG11,0.008988764044943821,4,HFFC6
34,Activation of G Protein Gated Potassium Channels,0.0036956444338,0.0919915817170226,4/29,39.68425378674449,GABBR2;GNB3;GNG12;GNG11,0.008988764044943821,4,HFFC6
35,G Protein Gated Potassium Channels,0.0036956444338,0.0919915817170226,4/29,39.68425378674449,GABBR2;GNB3;GNG12;GNG11,0.008988764044943821,4,HFFC6
36,Inhibition of Voltage Gated Ca2+ Channels via Gbeta Gamma Subunits,0.0036956444338,0.0919915817170226,4/29,39.68425378674449,GABBR2;GNB3;GNG12;GNG11,0.008988764044943821,4,HFFC6
37,G Alpha (Q) Signalling Events,0.0037979734765019,0.0920508834699553,12/219,14.436786753060003,APP;PTGFR;HRH1;PRKCE;BDKRB2;GNB3;PRKCA;LPAR3;GNG12;GNG11;NTSR1;EGFR,0.02696629213483146,12,HFFC6
38,MET Activates PTK2 Signaling,0.0041903711028424,0.0989572252748172,4/30,37.300056036540525,ITGB1;ITGA3;COL11A1;ITGA2,0.008988764044943821,4,HFFC6
39,PPARA Activates Gene Expression,0.004662317654443,0.1012656348747702,8/117,17.532525043125258,SLC27A1;CPT1A;ME1;PLIN2;PPARG;AHR;NR1D1;ANGPTL4,0.017977528089887642,8,HFFC6
40,MECP2 Regulates Transcription Factors,0.0047244330136828,0.1012656348747702,2/5,157.5637486639694,MEF2C;PPARG,0.0044943820224719105,2,HFFC6
41,MET Interacts With TNS Proteins,0.0047244330136828,0.1012656348747702,2/5,157.5637486639694,ITGB1;TNS3,0.0044943820224719105,2,HFFC6
42,Turbulent Flow Shear Stress Activates Signaling by PIEZO1 and Integrins in Endothelial Cells,0.0047279286640772,0.1012656348747702,4/31,35.1249339723523,ITGB1;PIEZO1;ITGA5;VCL,0.008988764044943821,4,HFFC6
43,G Alpha (I) Signalling Events,0.005016210442117,0.1049984049361327,15/316,11.815438504699245,APP;GABBR2;PRKCA;LPAR3;GNG12;GNG11;ADCY7;PPP3CA;PPP2CB;PPP3CC;GPER1;BDKRB2;PDE4B;GNB3;PRKACB,0.033707865168539325,15,HFFC6
44,Regulation of Lipid Metabolism by PPARalpha,0.0051612193440098,0.1056329559074024,8/119,16.88884962298474,SLC27A1;CPT1A;ME1;PLIN2;PPARG;AHR;NR1D1;ANGPTL4,0.017977528089887642,8,HFFC6
45,Aquaporin-mediated Transport,0.0058704874982786,0.1131719592519272,5/52,24.233207381686725,GNB3;GNG12;PRKACB;ADCY7;GNG11,0.011235955056179775,5,HFFC6
46,IL-6-type Cytokine Receptor Ligand Interactions,0.0058982128600352,0.1131719592519272,3/17,48.62929313940271,CTF1;OSMR;IL6ST,0.006741573033707865,3,HFFC6
47,Purine Catabolism,0.0058982128600352,0.1131719592519272,3/17,48.62929313940271,NT5E;NUDT18;XDH,0.006741573033707865,3,HFFC6
48,Cell-extracellular Matrix Interactions,0.0069623552971331,0.1251561537552765,3/18,43.91847054848402,ITGB1;RSU1;FERMT2,0.006741573033707865,3,HFFC6
49,G Beta Gamma Signalling Through BTK,0.0069623552971331,0.1251561537552765,3/18,43.91847054848402,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
50,Fibronectin Matrix Formation,0.0069825838834285,0.1251561537552765,2/6,109.5459796409758,ITGB1;ITGA5,0.0044943820224719105,2,HFFC6
51,Inwardly Rectifying K+ Channels,0.0073381458227849,0.1251561537552765,4/35,28.075195417103373,GABBR2;GNB3;GNG12;GNG11,0.008988764044943821,4,HFFC6
52,Lysosome Vesicle Biogenesis,0.0073381458227849,0.1251561537552765,4/35,28.075195417103373,APP;DNAJC6;CTSZ;AP1S1,0.008988764044943821,4,HFFC6
53,Nucleotide Catabolism,0.0073381458227849,0.1251561537552765,4/35,28.075195417103373,NT5E;DPYD;NUDT18;XDH,0.008988764044943821,4,HFFC6
54,Regulation of Insulin Secretion,0.0078263968417982,0.1310565725690215,6/78,17.938018250011666,GNB3;PRKCA;CACNA1C;GNG12;PRKACB;GNG11,0.01348314606741573,6,HFFC6
55,Prostacyclin Signalling Through Prostacyclin Receptor,0.0081330351392169,0.132219324009266,3/19,39.8832745155279,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
56,Potassium Channels,0.0081829549061109,0.132219324009266,7/103,15.567900514244558,GABBR2;KCNMA1;GNB3;KCNQ5;GNG12;GNG11;HCN2,0.015730337078651686,7,HFFC6
57,Molecules Associated With Elastic Fibres,0.0089399621862258,0.1413395240274022,4/37,25.31152212111557,ITGB1;BMP4;MFAP4;TGFB3,0.008988764044943821,4,HFFC6
58,Cargo Recognition for Clathrin-Mediated Endocytosis,0.0090543234718965,0.1413395240274022,7/105,14.92754526520705,DAB2;SGIP1;CLTCL1;IL7R;EGFR;PICALM;EPN2,0.015730337078651686,7,HFFC6
59,G Beta Gamma Signalling Through CDC42,0.0094124993984645,0.1421133105899323,3/20,36.39557114329027,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
60,G Beta Gamma Signalling Through PLC Beta,0.0094124993984645,0.1421133105899323,3/20,36.39557114329027,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
61,Post-translational Protein Phosphorylation,0.009991825024983,0.1484269491614424,7/107,14.321152470484869,BMP4;APP;CDH2;IGFBP4;WFS1;IGFBP7;PRSS23,0.015730337078651686,7,HFFC6
62,GABA Receptor Activation,0.0106825145777416,0.1554572824011132,5/60,18.28788574447995,GABBR2;GNB3;GNG12;ADCY7;GNG11,0.011235955056179775,5,HFFC6
63,Presynaptic Function of Kainate Receptors,0.0108026776044204,0.1554572824011132,3/21,33.35700562839637,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
64,ADP Signalling Through P2Y Purinoceptor 12,0.0123051983777215,0.1659095898154914,3/22,30.6909220550094,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
65,SHC1 Events in ERBB2 Signaling,0.0123051983777215,0.1659095898154914,3/22,30.6909220550094,PRKCE;PRKCA;EGFR,0.006741573033707865,3,HFFC6
66,Signaling by WNT,0.0124659703222938,0.1659095898154914,13/287,9.28503838748288,TCF7L1;TLE1;WNT5B;PRKCA;PRICKLE1;GNG12;GNG11;PPP3CA;PPP2CB;GNB3;ROR1;PRKG1;WLS,0.029213483146067417,13,HFFC6
67,Inactivation of CDC42 and RAC1,0.0126552023224241,0.1659095898154914,2/8,64.27615437207585,SLIT2;ROBO1,0.0044943820224719105,2,HFFC6
68,RUNX2 Regulates Genes Involved in Cell Migration,0.0126552023224241,0.1659095898154914,2/8,64.27615437207585,ITGBL1;ITGA5,0.0044943820224719105,2,HFFC6
69,RUNX3 Regulates YAP1-mediated Transcription,0.0126552023224241,0.1659095898154914,2/8,64.27615437207585,TEAD2;TEAD3,0.0044943820224719105,2,HFFC6
70,DAG and IP3 Signaling,0.0127899900943538,0.1659095898154914,4/41,20.856962971735296,PRKCE;PRKCA;ADCY7;PRKACB,0.008988764044943821,4,HFFC6
71,Platelet Homeostasis,0.0130398603982533,0.1666773718210495,6/87,14.260049438065613,PPP2CB;KCNMA1;GNB3;GNG12;GNG11;PRKG1,0.01348314606741573,6,HFFC6
72,Intracellular Signaling by Second Messengers,0.0132111271910278,0.1666773718210495,14/321,8.811591709123899,PHC2;PRKCE;PRKCA;ADCY7;EGFR;HDAC7;FGF5;PPP2CB;FGF7;NEDD4;PPARG;PIP5K1C;PRKACB;FGFR1,0.03146067415730337,14,HFFC6
73,Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion,0.0138939334461792,0.1729231446477176,4/42,19.92137610666991,GNB3;GNG12;PRKACB;GNG11,0.008988764044943821,4,HFFC6
74,Collagen Formation,0.0152170191015584,0.1800820656357989,6/90,13.259481079119926,COL6A2;COL11A1;COL6A1;COL8A2;LOXL4;CTSB,0.01348314606741573,6,HFFC6
75,G-protein Activation,0.0156523724910576,0.1800820656357989,3/24,26.246099437090137,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
76,Interleukin-6 Family Signaling,0.0156523724910576,0.1800820656357989,3/24,26.246099437090137,CTF1;OSMR;IL6ST,0.006741573033707865,3,HFFC6
77,Thromboxane Signalling Through TP Receptor,0.0156523724910576,0.1800820656357989,3/24,26.246099437090137,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
78,Hemostasis,0.0158195429911496,0.1800820656357989,25/707,6.830144901892113,ITGB1;APP;DOCK5;PLAT;PPP2CB;TIMP3;SIRPA;PRKACB;PRKG1;ITGA3;TGFB3;PRKCE;ITGA2;PLAUR;PRKCA;GNG12;GNG11;SERPINB6;CD109;KCNMA1;MAFF;GNB3;ITGA5;CD44;VCL,0.056179775280898875,25,HFFC6
79,CHL1 Interactions,0.0160333652357606,0.1800820656357989,2/9,52.108038902630256,ITGB1;ITGA2,0.0044943820224719105,2,HFFC6
80,EGFR Transactivation by Gastrin,0.0160333652357606,0.1800820656357989,2/9,52.108038902630256,PRKCA;EGFR,0.0044943820224719105,2,HFFC6
81,ROBO Receptors Bind AKAP5,0.0160333652357606,0.1800820656357989,2/9,52.108038902630256,PRKCA;PRKACB,0.0044943820224719105,2,HFFC6
82,Collagen Chain Trimerization,0.0162786965939891,0.1806346935308915,4/44,18.22239889936288,COL11A1;COL6A2;COL6A1;COL8A2,0.008988764044943821,4,HFFC6
83,ADP Signalling Through P2Y Purinoceptor 1,0.0174989186964042,0.1885146674895137,3/25,24.379788466052194,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
84,G Beta Gamma Signalling Through PI3Kgamma,0.0174989186964042,0.1885146674895137,3/25,24.379788466052194,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
85,Post-translational Modification Synthesis of GPI-anchored Proteins,0.0176341779618852,0.1885146674895137,6/93,12.349407763741644,NEGR1;RTN4RL1;CD109;PLAUR;CNTN3;RECK,0.01348314606741573,6,HFFC6
86,Transmission Across Chemical Synapses,0.0178075744534068,0.1885146674895137,12/269,8.382550055365424,GABBR2;LRRC7;ARL6IP5;SLC1A2;GNB3;PRKCA;GNG12;COMT;PRKACB;GNG11;KIF17;ADCY7,0.02696629213483146,12,HFFC6
87,Kidney Development,0.0189051685663229,0.1978597755634483,4/46,16.722562725435857,ITGB1;RET;BMP4;SLIT2,0.008988764044943821,4,HFFC6
88,HuR (ELAVL1) Binds and Stabilizes mRNA,0.0197495832597261,0.2021040686911977,2/10,43.2926656907844,GPRC5A;PRKCA,0.0044943820224719105,2,HFFC6
89,Regulation of Commissural Axon Pathfinding by SLIT and ROBO,0.0197495832597261,0.2021040686911977,2/10,43.2926656907844,SLIT2;ROBO1,0.0044943820224719105,2,HFFC6
90,Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.0210064134033435,0.2126033708184551,7/124,10.25666572112438,BMP4;APP;CDH2;IGFBP4;WFS1;IGFBP7;PRSS23,0.015730337078651686,7,HFFC6
91,Syndecan Interactions,0.0215408328691539,0.2156424681792472,3/27,21.198011402444397,ITGB1;ITGA2;PRKCA,0.006741573033707865,3,HFFC6
92,trans-Golgi Network Vesicle Budding,0.0220828691391318,0.2186916395391444,5/72,12.602922398805164,APP;DNAJC6;CTSZ;AP1S1;PICALM,0.011235955056179775,5,HFFC6
93,Neuronal System,0.0223607142334541,0.2190874235001196,16/411,6.875370196105875,GABBR2;SLC1A2;PRKCA;GNG12;COMT;ADCY7;GNG11;KIF17;GJC1;LRRC7;KCNMA1;ARL6IP5;GNB3;KCNQ5;PRKACB;HCN2,0.035955056179775284,16,HFFC6
94,Signal Transduction,0.0229871729302966,0.221293139217099,73/2613,4.959571070498959,RET;ITGB1;APP;DOCK5;MAML2;PLAT;ARHGAP5;LRRC1;FGF5;PPP3CA;FGF7;PPP3CC;GPER1;PDE4B;BDKRB2;PRKACB;TNS3;PRKG1;WLS;MEF2C;TLE1;WNT5B;ITGA3;PRKCE;ITGA2;PRKCA;KIF7;TGFBR2;LRRC7;COL6A2;CDC42EP3;RHOJ;COL6A1;ALDH1A1;PPARG;ROR1;ITGA5;IL6ST;MYL9;VCL;PTGFR;COL11A1;ARHGEF28;RHOBTB3;LPAR3;PRICKLE1;ADCY7;EGFR;RTN4;HDAC7;SCUBE2;PPP2CB;HRH1;PIP5K1C;NTSR1;GABBR2;PHC2;STARD13;TCF7L1;TGFB3;INHBA;GNG12;SMAD6;GNG11;ARHGAP24;SKI;NEDD4;DLG5;FAS;GNB3;FERMT2;PICALM;FGFR1,0.16404494382022472,73,HFFC6
95,Formation of Annular Gap Junctions,0.0237872104044438,0.221293139217099,2/11,36.65654212990673,DAB2;CLTCL1,0.0044943820224719105,2,HFFC6
96,Pexophagy,0.0237872104044438,0.221293139217099,2/11,36.65654212990673,MAP1LC3B;NBR1,0.0044943820224719105,2,HFFC6
97,Regulation of CDH11 Function,0.0237872104044438,0.221293139217099,2/11,36.65654212990673,CDH11;ANGPTL4,0.0044943820224719105,2,HFFC6
98,Signaling by Activated Point Mutants of FGFR1,0.0237872104044438,0.221293139217099,2/11,36.65654212990673,FGF5;FGFR1,0.0044943820224719105,2,HFFC6
99,G Alpha (S) Signalling Events,0.0253001409347371,0.233014298008929,8/158,8.70799375052388,ITGB1;GPER1;GNB3;ITGA5;GNG12;PRKACB;GNG11;ADCY7,0.017977528089887642,8,HFFC6
100,GPCR Downstream Signalling,0.0268487232134871,0.2398878484672823,22/633,5.8334539173619655,ITGB1;APP;PTGFR;GABBR2;PRKCE;PRKCA;LPAR3;GNG12;ADCY7;GNG11;EGFR;PPP3CA;PPP2CB;HRH1;PPP3CC;GPER1;PDE4B;BDKRB2;GNB3;ITGA5;PRKACB;NTSR1,0.04943820224719101,22,HFFC6
101,Membrane Trafficking,0.0268487232134871,0.2398878484672823,22/633,5.8334539173619655,APP;LMAN2L;SGIP1;CTSZ;RHOBTB3;LNPEP;EGFR;AGPAT3;EPN2;GJC1;CYTH3;DAB2;MAP1LC3B;TBC1D2;DNAJC6;CLTCL1;AP1S1;PACSIN3;RIN3;PIP5K1C;IL7R;PICALM,0.04943820224719101,22,HFFC6
102,Butyrophilin (BTN) Family Interactions,0.0281301711557725,0.2398878484672823,2/12,31.509474591675207,BTN3A2;XDH,0.0044943820224719105,2,HFFC6
103,Endosomal Vacuolar Pathway,0.0281301711557725,0.2398878484672823,2/12,31.509474591675207,LNPEP;HLA-E,0.0044943820224719105,2,HFFC6
104,Gap Junction Degradation,0.0281301711557725,0.2398878484672823,2/12,31.509474591675207,DAB2;CLTCL1,0.0044943820224719105,2,HFFC6
105,Pyrimidine Catabolism,0.0281301711557725,0.2398878484672823,2/12,31.509474591675207,NT5E;DPYD,0.0044943820224719105,2,HFFC6
106,"Regulation of Glycolysis by Fructose 2,6-Bisphosphate Metabolism",0.0281301711557725,0.2398878484672823,2/12,31.509474591675207,PPP2CB;PRKACB,0.0044943820224719105,2,HFFC6
107,Vitamin D (Calciferol) Metabolism,0.0281301711557725,0.2398878484672823,2/12,31.509474591675207,CUBN;VDR,0.0044943820224719105,2,HFFC6
108,Activation of Kainate Receptors Upon Glutamate Binding,0.0284778743428449,0.2406249749519285,3/30,17.469302238438775,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
109,Signaling by BMP,0.0310225158184407,0.2597430642616719,3/31,16.439421029122542,SKI;INHBA;SMAD6,0.006741573033707865,3,HFFC6
110,Signaling by MET,0.0314116677513394,0.2606319459367894,5/79,10.35249977520694,ITGB1;ITGA3;ITGA2;COL11A1;TNS3,0.011235955056179775,5,HFFC6
111,Activation of RAC1,0.0327629434377759,0.2670324858955012,2/13,27.420614421538456,SLIT2;ROBO1,0.0044943820224719105,2,HFFC6
112,The Activation of Arylsulfatases,0.0327629434377759,0.2670324858955012,2/13,27.420614421538456,ARSK;SUMF1,0.0044943820224719105,2,HFFC6
113,Metabolism of Lipids,0.0331546752946698,0.2674269752376164,25/758,5.206789570243537,SLC27A1;FITM2;AHR;AGPAT3;SCP2;ARSK;ME1;PIP5K1C;PRKACB;DECR1;CUBN;HSD3B7;CPT1A;VDR;OSBPL3;ACOT11;SCD5;NR1D1;SUMF1;LPCAT2;PPARG;PLIN2;PRKD1;ANGPTL4;CERS1,0.056179775280898875,25,HFFC6
114,G-protein Beta Gamma Signalling,0.0336824420494717,0.2674269752376164,3/32,15.495789354200202,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
115,Thrombin Signalling Through Proteinase Activated Receptors (PARs),0.0336824420494717,0.2674269752376164,3/32,15.495789354200202,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
116,Glucagon-type Ligand Receptors,0.0364568933768007,0.2759202717141373,3/33,14.628839966561598,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
117,Negative Regulation of FGFR1 Signaling,0.0364568933768007,0.2759202717141373,3/33,14.628839966561598,FGF5;PPP2CB;FGFR1,0.006741573033707865,3,HFFC6
118,Regulation of Pyruvate Metabolism,0.0364568933768007,0.2759202717141373,3/33,14.628839966561598,PDP1;LDHA;ME1,0.006741573033707865,3,HFFC6
119,Signal Amplification,0.0364568933768007,0.2759202717141373,3/33,14.628839966561598,GNB3;GNG12;GNG11,0.006741573033707865,3,HFFC6
120,Synthesis of Bile Acids and Bile Salts,0.0364568933768007,0.2759202717141373,3/33,14.628839966561598,HSD3B7;SCP2;OSBPL3,0.006741573033707865,3,HFFC6
121,"Defective EXT1 Causes Exostoses 1, TRPS2 and CHDS",0.0376705420353642,0.2759202717141373,2/14,24.10801002177729,EXT2;HSPG2,0.0044943820224719105,2,HFFC6
122,Defective EXT2 Causes Exostoses 2,0.0376705420353642,0.2759202717141373,2/14,24.10801002177729,EXT2;HSPG2,0.0044943820224719105,2,HFFC6
123,FGFR1c Ligand Binding and Activation,0.0376705420353642,0.2759202717141373,2/14,24.10801002177729,FGF5;FGFR1,0.0044943820224719105,2,HFFC6
124,Repression of WNT Target Genes,0.0376705420353642,0.2759202717141373,2/14,24.10801002177729,TCF7L1;TLE1,0.0044943820224719105,2,HFFC6
125,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.0377480502019341,0.2759202717141373,6/111,8.296020474822367,FGF5;PPP2CB;FGF7;PIP5K1C;EGFR;FGFR1,0.01348314606741573,6,HFFC6
126,Negative Regulation of FGFR2 Signaling,0.0393449629725089,0.2836163629982769,3/34,13.830324477840149,FGF5;PPP2CB;FGF7,0.006741573033707865,3,HFFC6
127,Neurotransmitter Receptors and Postsynaptic Signal Transmission,0.0394168235220189,0.2836163629982769,9/204,6.626863568640801,GABBR2;LRRC7;GNB3;PRKCA;GNG12;PRKACB;GNG11;KIF17;ADCY7,0.020224719101123594,9,HFFC6
128,CaM Pathway,0.0423456064230774,0.3000023347358027,3/35,13.093097497353838,PRKCA;ADCY7;PRKACB,0.006741573033707865,3,HFFC6
129,Calmodulin Induced Events,0.0423456064230774,0.3000023347358027,3/35,13.093097497353838,PRKCA;ADCY7;PRKACB,0.006741573033707865,3,HFFC6
130,YAP1- and WWTR1 (TAZ)-stimulated Gene Expression,0.0428385024835756,0.3011775632623908,2/15,21.37993198870518,TEAD2;TEAD3,0.0044943820224719105,2,HFFC6
131,cGMP Effects,0.0482528653789067,0.327256202008332,2/16,19.101784781260555,KCNMA1;PRKG1,0.0044943820224719105,2,HFFC6
132,Phospholipase C-mediated Cascade FGFR1,0.0482528653789067,0.327256202008332,2/16,19.101784781260555,FGF5;FGFR1,0.0044943820224719105,2,HFFC6
133,Platelet Adhesion to Exposed Collagen,0.0482528653789067,0.327256202008332,2/16,19.101784781260555,ITGB1;ITGA2,0.0044943820224719105,2,HFFC6
134,Rap1 Signalling,0.0482528653789067,0.327256202008332,2/16,19.101784781260555,PRKACB;PRKG1,0.0044943820224719105,2,HFFC6
135,Negative Regulation of the PI3K AKT Network,0.0484061281717778,0.327256202008332,6/118,7.184661900721372,FGF5;PPP2CB;FGF7;PIP5K1C;EGFR;FGFR1,0.01348314606741573,6,HFFC6
136,Ca-dependent Events,0.0486798042075369,0.327256202008332,3/37,11.778423100866828,PRKCA;ADCY7;PRKACB,0.006741573033707865,3,HFFC6
