,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number,CellType
385,Intracellular Signaling by Second Messengers,0.2509683813609,0.5363961518723899,7/321,1.919267021355003,NTRK2;INSR;PRKCE;RHOG;PIK3CD;CHD3;PIK3AP1,0.01837270341207349,7,GM12878
386,Nuclear Events (Kinase and Transcription Factor Activation),0.2530454774199891,0.5394380332596667,2/61,2.892689651676966,MEF2C;RPS6KA5,0.005249343832020997,2,GM12878
387,Adipogenesis,0.2550214841579941,0.5422492897689307,3/110,2.3807233230085108,NCOA3;CHD3;NFKB1,0.007874015748031496,3,GM12878
388,Transmission Across Chemical Synapses,0.2577315718548836,0.5466029480212828,6/269,1.9251968412054357,GRIN2A;GNG7;ARL6IP5;NCALD;SLC6A4;TUBA8,0.015748031496062992,6,GM12878
389,FCERI Mediated MAPK Activation,0.2592990295083636,0.547114320573913,3/111,2.3298468382181667,SYK;GRAP2;PLCG2,0.007874015748031496,3,GM12878
390,Regulation of Endogenous Retroelements,0.2592990295083636,0.547114320573913,3/111,2.3298468382181667,ZNF519;DPF3;CHD3,0.007874015748031496,3,GM12878
391,Biosynthesis of Specialized Proresolving Mediators (SPMs),0.2626296786224765,0.5471451637968261,1/19,4.607600883312026,ALOX5,0.0026246719160104987,1,GM12878
392,Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane,0.2626296786224765,0.5471451637968261,1/19,4.607600883312026,TUBA8,0.0026246719160104987,1,GM12878
393,Prostacyclin Signalling Through Prostacyclin Receptor,0.2626296786224765,0.5471451637968261,1/19,4.607600883312026,GNG7,0.0026246719160104987,1,GM12878
394,Regulation of MITF-M-dependent Genes Involved in Apoptosis,0.2626296786224765,0.5471451637968261,1/19,4.607600883312026,BCL2A1,0.0026246719160104987,1,GM12878
395,"TICAM1, RIP1-mediated IKK Complex Recruitment",0.2626296786224765,0.5471451637968261,1/19,4.607600883312026,BIRC3,0.0026246719160104987,1,GM12878
396,Transcriptional Regulation by MECP2,0.2648544079543366,0.5503901424743771,2/63,2.7047074320800784,MEF2C;GRIN2A,0.005249343832020997,2,GM12878
397,Apoptotic Factor-Mediated Response,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,GSDME,0.0026246719160104987,1,GM12878
398,Class I Peroxisomal Membrane Protein Import,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,ABCD2,0.0026246719160104987,1,GM12878
399,G Beta Gamma Signalling Through CDC42,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,GNG7,0.0026246719160104987,1,GM12878
400,G Beta Gamma Signalling Through PLC Beta,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,GNG7,0.0026246719160104987,1,GM12878
401,Lagging Strand Synthesis,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,POLD1,0.0026246719160104987,1,GM12878
402,NOTCH4 Intracellular Domain Regulates Transcription,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,KAT2B,0.0026246719160104987,1,GM12878
403,Synthesis of Leukotrienes (LT) and Eoxins (EX),0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,ALOX5,0.0026246719160104987,1,GM12878
404,Transport of Connexons to the Plasma Membrane,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,TUBA8,0.0026246719160104987,1,GM12878
405,Vitamin B5 (Pantothenate) Metabolism,0.2743649978381094,0.5575150818138922,1/20,4.2221614258856395,SLC25A42,0.0026246719160104987,1,GM12878
406,Signaling by NTRK1 (TRKA),0.2764973577859699,0.5594307633414813,3/115,2.1393105487964763,NTRK2;MEF2C;RPS6KA5,0.007874015748031496,3,GM12878
407,Signaling by BRAF and RAF1 Fusions,0.2766639411434235,0.5594307633414813,2/65,2.532596720846506,APBB1IP;CSK,0.005249343832020997,2,GM12878
408,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,0.282003384943304,0.5643041962647731,5/223,1.805422215439737,CD40;CDH1;ICAM3;ITGAL;CD22,0.013123359580052493,5,GM12878
409,Regulation of Endogenous Retroelements by Piwi-interacting RNAs (piRNAs),0.2825652310439705,0.5643041962647731,2/66,2.451950935502176,DPF3;CHD3,0.005249343832020997,2,GM12878
410,Developmental Biology,0.2832178329296978,0.5643041962647731,25/1385,1.450130284927256,SPI1;BCL2A1;ARPC1B;PIK3CD;CHD3;RPS6KA5;CDH1;ST8SIA4;DPF3;TGM5;SPTBN2;MAP2K6;KDM6B;MEF2C;NCOA3;TFEB;RAB27A;HNF1B;AICDA;NFKB1;POMC;KAT2B;DOK1;IRF4;TUBA8,0.06561679790026247,25,GM12878
411,ZBP1(DAI) Mediated Induction of Type I IFNs,0.285914126107485,0.5643041962647731,1/21,3.882977583198764,NFKB1,0.0026246719160104987,1,GM12878
412,Interleukin-37 Signaling,0.285914126107485,0.5643041962647731,1/21,3.882977583198764,PTPN6,0.0026246719160104987,1,GM12878
413,Negative Regulation of NMDA Receptor-Mediated Neuronal Transmission,0.285914126107485,0.5643041962647731,1/21,3.882977583198764,GRIN2A,0.0026246719160104987,1,GM12878
414,PCNA-Dependent Long Patch Base Excision Repair,0.285914126107485,0.5643041962647731,1/21,3.882977583198764,POLD1,0.0026246719160104987,1,GM12878
415,Presynaptic Function of Kainate Receptors,0.285914126107485,0.5643041962647731,1/21,3.882977583198764,GNG7,0.0026246719160104987,1,GM12878
416,Synaptic Adhesion-Like Molecules,0.285914126107485,0.5643041962647731,1/21,3.882977583198764,GRIN2A,0.0026246719160104987,1,GM12878
417,"Unblocking of NMDA Receptors, Glutamate Binding and Activation",0.285914126107485,0.5643041962647731,1/21,3.882977583198764,GRIN2A,0.0026246719160104987,1,GM12878
418,PIP3 Activates AKT Signaling,0.2901927364390959,0.5713818796235183,6/281,1.67905831158583,NTRK2;INSR;RHOG;PIK3CD;CHD3;PIK3AP1,0.015748031496062992,6,GM12878
419,Chromosome Maintenance,0.2938046884099287,0.5730280533933311,3/119,1.9675878953905137,PIF1;BLM;POLD1,0.007874015748031496,3,GM12878
420,Downstream Signaling Events of B Cell Receptor (BCR),0.2943538586048225,0.5730280533933311,2/68,2.300520828744359,REL;NFKB1,0.005249343832020997,2,GM12878
421,ADP Signalling Through P2Y Purinoceptor 12,0.2972800083058736,0.5730280533933311,1/22,3.5827522185211955,GNG7,0.0026246719160104987,1,GM12878
422,Blood Group Systems Biosynthesis,0.2972800083058736,0.5730280533933311,1/22,3.5827522185211955,ST3GAL6,0.0026246719160104987,1,GM12878
423,JNK (c-Jun Kinases) Phosphorylation and Activation Mediated by Activated Human TAK1,0.2972800083058736,0.5730280533933311,1/22,3.5827522185211955,NOD2,0.0026246719160104987,1,GM12878
424,Listeria Monocytogenes Entry Into Host Cells,0.2972800083058736,0.5730280533933311,1/22,3.5827522185211955,CDH1,0.0026246719160104987,1,GM12878
425,Post-chaperonin Tubulin Folding Pathway,0.2972800083058736,0.5730280533933311,1/22,3.5827522185211955,TUBA8,0.0026246719160104987,1,GM12878
426,Regulation of TLR by Endogenous Ligand,0.2972800083058736,0.5730280533933311,1/22,3.5827522185211955,GSDME,0.0026246719160104987,1,GM12878
427,SHC1 Events in ERBB2 Signaling,0.2972800083058736,0.5730280533933311,1/22,3.5827522185211955,PRKCE,0.0026246719160104987,1,GM12878
428,L1CAM Interactions,0.2981437069769494,0.5733532826479797,3/120,1.9273231790057777,RPS6KA5;SPTBN2;TUBA8,0.007874015748031496,3,GM12878
429,HDR Through Homologous Recombination (HRR),0.3002385310057694,0.5747025245470065,2/69,2.229391347204333,BLM;POLD1,0.005249343832020997,2,GM12878
430,High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,0.3002385310057694,0.5747025245470065,2/69,2.229391347204333,GNG7;PIK3CD,0.005249343832020997,2,GM12878
431,CD22 Mediated BCR Regulation,0.3061150708969745,0.5810138650107832,2/70,2.1611075409419853,PTPN6;CD22,0.005249343832020997,2,GM12878
432,Circadian Clock,0.3061150708969745,0.5810138650107832,2/70,2.1611075409419853,MEF2C;CRTC3,0.005249343832020997,2,GM12878
433,RHOB GTPase Cycle,0.3061150708969745,0.5810138650107832,2/70,2.1611075409419853,PREX1;ARHGEF3,0.005249343832020997,2,GM12878
434,IKK Complex Recruitment Mediated by RIP1,0.3084655428784522,0.5810138650107832,1/23,3.315602715926422,BIRC3,0.0026246719160104987,1,GM12878
435,Long-term Potentiation,0.3084655428784522,0.5810138650107832,1/23,3.315602715926422,GRIN2A,0.0026246719160104987,1,GM12878
436,Suppression of Phagosomal Maturation,0.3084655428784522,0.5810138650107832,1/23,3.315602715926422,CORO1A,0.0026246719160104987,1,GM12878
437,Telomere Extension By Telomerase,0.3084655428784522,0.5810138650107832,1/23,3.315602715926422,PIF1,0.0026246719160104987,1,GM12878
438,Generic Transcription Pathway,0.3144178875918521,0.5908764402352574,22/1230,1.315135398182048,MEF2C;BLM;SPI1;BTG1;PCGF5;PAX5;CHD3;ITGAL;RUNX3;NFKB1;POMC;KAT2B;GRIN2A;CDK6;ZNF717;ZNF519;CCNE1;AIFM2;HIVEP3;MYBL2;TP73;MAP2K6,0.05774278215223097,22,GM12878
439,Epigenetic Regulation of Gene Expression,0.3178610114195699,0.5909544969785856,6/291,1.500114588004012,KAT2B;DGAT2;ZNF519;NCOA3;DPF3;CHD3,0.015748031496062992,6,GM12878
440,CD28 Dependent PI3K Akt Signaling,0.3194735826090293,0.5909544969785856,1/24,3.076739175208174,MAP3K14,0.0026246719160104987,1,GM12878
441,Glutamate Neurotransmitter Release Cycle,0.3194735826090293,0.5909544969785856,1/24,3.076739175208174,ARL6IP5,0.0026246719160104987,1,GM12878
442,Growth Hormone Receptor Signaling,0.3194735826090293,0.5909544969785856,1/24,3.076739175208174,PTPN6,0.0026246719160104987,1,GM12878
443,Impaired BRCA2 Binding to PALB2,0.3194735826090293,0.5909544969785856,1/24,3.076739175208174,BLM,0.0026246719160104987,1,GM12878
444,Other Interleukin Signaling,0.3194735826090293,0.5909544969785856,1/24,3.076739175208174,IL16,0.0026246719160104987,1,GM12878
445,Thromboxane Signalling Through TP Receptor,0.3194735826090293,0.5909544969785856,1/24,3.076739175208174,GNG7,0.0026246719160104987,1,GM12878
446,GPCR Ligand Binding,0.3261933364186102,0.5923983078764902,9/467,1.3695663724711238,POMC;GPR132;ADGRE5;GIPR;GNG7;CCL5;PTAFR;SAA1;CCR7,0.023622047244094488,9,GM12878
447,RHOG GTPase Cycle,0.3295159902487088,0.5923983078764902,2/74,1.9136477753873469,PREX1;RHOG,0.005249343832020997,2,GM12878
448,ADP Signalling Through P2Y Purinoceptor 1,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,GNG7,0.0026246719160104987,1,GM12878
449,Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,BLM,0.0026246719160104987,1,GM12878
450,Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,BLM,0.0026246719160104987,1,GM12878
451,Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,BLM,0.0026246719160104987,1,GM12878
452,Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,BLM,0.0026246719160104987,1,GM12878
453,Formation of Tubulin Folding Intermediates by CCT TriC,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,TUBA8,0.0026246719160104987,1,GM12878
454,Gap-filling DNA Repair Synthesis and Ligation in GG-NER,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,POLD1,0.0026246719160104987,1,GM12878
455,Insulin Processing,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,RAB27A,0.0026246719160104987,1,GM12878
456,Metabolism of Cofactors,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,GCH1,0.0026246719160104987,1,GM12878
457,NOTCH3 Intracellular Domain Regulates Transcription,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,KAT2B,0.0026246719160104987,1,GM12878
458,Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway,0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,POLD1,0.0026246719160104987,1,GM12878
459,Signaling by NTRK2 (TRKB),0.3303069353008309,0.5923983078764902,1/25,2.8622258580146003,NTRK2,0.0026246719160104987,1,GM12878
460,Neuronal System,0.3310525209589212,0.5924475700457917,8/411,1.364765231031448,GRIN2A;DBNL;GNG7;ARL6IP5;KCNQ5;NCALD;SLC6A4;TUBA8,0.02099737532808399,8,GM12878
461,Glycerophospholipid Biosynthesis,0.3329363059673721,0.5933672330604783,3/128,1.6387709261428347,DGAT2;PLAAT2;AGPAT3,0.007874015748031496,3,GM12878
462,Positive Epigenetic Regulation of rRNA Expression,0.3353342777748498,0.5933672330604783,2/75,1.857580258171354,KAT2B;CHD3,0.005249343832020997,2,GM12878
463,Endogenous Sterols,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,POMC,0.0026246719160104987,1,GM12878
464,Gluconeogenesis,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,ALDOC,0.0026246719160104987,1,GM12878
465,HDMs Demethylate Histones,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,KDM6B,0.0026246719160104987,1,GM12878
466,Interleukin-20 Family Signaling,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,JAK3,0.0026246719160104987,1,GM12878
467,Miscellaneous Transport and Binding Events,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,LRRC8C,0.0026246719160104987,1,GM12878
468,N-glycan Antennae Elongation in the Medial trans-Golgi,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,MGAT3,0.0026246719160104987,1,GM12878
469,Polymerase Switching on the C-strand of the Telomere,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,POLD1,0.0026246719160104987,1,GM12878
470,Synthesis of IP3 and IP4 in the Cytosol,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,PLCG2,0.0026246719160104987,1,GM12878
471,TNFR1-induced Proapoptotic Signaling,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,BIRC3,0.0026246719160104987,1,GM12878
472,Translocation of ZAP-70 to Immunological Synapse,0.3409683643849603,0.5933672330604783,1/26,2.6688019416679913,HLA-DRB1,0.0026246719160104987,1,GM12878
473,Regulation of Endogenous Retroelements by KRAB-ZFP Proteins,0.3411376688727193,0.5933672330604783,2/76,1.8036092483061303,ZNF519;CHD3,0.005249343832020997,2,GM12878
474,Cardiac Conduction,0.3416356796408814,0.5933672330604783,3/130,1.574973592958148,KAT2B;STIM1;ATP2A3,0.007874015748031496,3,GM12878
475,Transport to the Golgi and Subsequent Modification,0.3430788035138934,0.5946218758381556,4/186,1.4601389131259468,TRAPPC6A;MGAT3;SPTBN2;TUBA8,0.010498687664041995,4,GM12878
476,Cardiogenesis,0.3514605898414072,0.6040728887899187,1/27,2.493745162873998,MEF2C,0.0026246719160104987,1,GM12878
477,Pyroptosis,0.3514605898414072,0.6040728887899187,1/27,2.493745162873998,GSDME,0.0026246719160104987,1,GM12878
478,Regulation of RUNX1 Expression and Activity,0.3514605898414072,0.6040728887899187,1/27,2.493745162873998,CDK6,0.0026246719160104987,1,GM12878
479,Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA),0.3514605898414072,0.6040728887899187,1/27,2.493745162873998,BLM,0.0026246719160104987,1,GM12878
480,Diseases of Programmed Cell Death,0.3526958146115977,0.6049356487620959,2/78,1.7015639026350586,MLKL;GSDME,0.005249343832020997,2,GM12878
481,RNA Polymerase I Promoter Clearance,0.3584486827864723,0.6103756403775288,2/79,1.6533073654658883,KAT2B;CHD3,0.005249343832020997,2,GM12878
482,Switching of Origins to a Post-Replicative State,0.3584486827864723,0.6103756403775288,2/79,1.6533073654658883,CCNE1;MCM5,0.005249343832020997,2,GM12878
483,Signaling by NTRKs,0.359005495461065,0.6103756403775288,3/134,1.4560805644252652,NTRK2;MEF2C;RPS6KA5,0.007874015748031496,3,GM12878
484,Activation of AMPK Downstream of NMDARs,0.3617862886601352,0.6103756403775288,1/28,2.3347669158362674,TUBA8,0.0026246719160104987,1,GM12878
485,"Adrenaline,noradrenaline Inhibits Insulin Secretion",0.3617862886601352,0.6103756403775288,1/28,2.3347669158362674,GNG7,0.0026246719160104987,1,GM12878
486,Metabolism of Porphyrins,0.3617862886601352,0.6103756403775288,1/28,2.3347669158362674,SLCO2B1,0.0026246719160104987,1,GM12878
487,Notch-HLH Transcription Pathway,0.3617862886601352,0.6103756403775288,1/28,2.3347669158362674,KAT2B,0.0026246719160104987,1,GM12878
488,Peroxisomal Lipid Metabolism,0.3617862886601352,0.6103756403775288,1/28,2.3347669158362674,NUDT19,0.0026246719160104987,1,GM12878
489,Epigenetic Regulation by WDR5-containing Histone Modifying Complexes,0.363338948973875,0.6106725121844829,3/135,1.4280515239254827,KAT2B;DGAT2;NCOA3,0.007874015748031496,3,GM12878
490,PKR-mediated Signaling,0.3641828799936553,0.6106725121844829,2/80,1.606782144392809,MAP2K6;TUBA8,0.005249343832020997,2,GM12878
491,Post NMDA Receptor Activation Events,0.3641828799936553,0.6106725121844829,2/80,1.606782144392809,GRIN2A;TUBA8,0.005249343832020997,2,GM12878
492,RNA Polymerase I Transcription,0.3698975463381166,0.6137143577803086,2/81,1.5619096436301858,KAT2B;CHD3,0.005249343832020997,2,GM12878
493,Senescence-Associated Secretory Phenotype (SASP),0.3698975463381166,0.6137143577803086,2/81,1.5619096436301858,CDK6;NFKB1,0.005249343832020997,2,GM12878
494,Activation of G Protein Gated Potassium Channels,0.3719480956244294,0.6137143577803086,1/29,2.189930702313726,GNG7,0.0026246719160104987,1,GM12878
495,Acyl Chain Remodelling of PE,0.3719480956244294,0.6137143577803086,1/29,2.189930702313726,PLAAT2,0.0026246719160104987,1,GM12878
496,G Protein Gated Potassium Channels,0.3719480956244294,0.6137143577803086,1/29,2.189930702313726,GNG7,0.0026246719160104987,1,GM12878
497,G1 S-Specific Transcription,0.3719480956244294,0.6137143577803086,1/29,2.189930702313726,CCNE1,0.0026246719160104987,1,GM12878
498,Inhibition of Voltage Gated Ca2+ Channels via Gbeta Gamma Subunits,0.3719480956244294,0.6137143577803086,1/29,2.189930702313726,GNG7,0.0026246719160104987,1,GM12878
499,The Role of Nef in HIV-1 Replication and Disease Pathogenesis,0.3719480956244294,0.6137143577803086,1/29,2.189930702313726,HCK,0.0026246719160104987,1,GM12878
500,Oncogenic MAPK Signaling,0.3755918538685626,0.6184375932706232,2/82,1.5186156661663344,APBB1IP;CSK,0.005249343832020997,2,GM12878
501,SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses,0.3763099052386094,0.6184375932706232,3/138,1.3477325669771154,IFNAR2;PTPN6;NOD2,0.007874015748031496,3,GM12878
502,Activation of BH3-only Proteins,0.3819486040639464,0.6227189831060929,1/30,2.057588127336885,TP73,0.0026246719160104987,1,GM12878
503,Insulin Receptor Recycling,0.3819486040639464,0.6227189831060929,1/30,2.057588127336885,INSR,0.0026246719160104987,1,GM12878
504,Recognition of DNA Damage by PCNA-containing Replication Complex,0.3819486040639464,0.6227189831060929,1/30,2.057588127336885,POLD1,0.0026246719160104987,1,GM12878
505,Surfactant Metabolism,0.3819486040639464,0.6227189831060929,1/30,2.057588127336885,CTSH,0.0026246719160104987,1,GM12878
506,MAPK Family Signaling Cascades,0.382689120527017,0.6227189831060929,6/314,1.1619226444709856,APBB1IP;NCOA3;CSK;RASAL3;JAK3;SPTBN2,0.015748031496062992,6,GM12878
507,Peptide Ligand-Binding Receptors,0.3863389662529407,0.6251920168310181,4/198,1.2170116439250351,POMC;CCL5;SAA1;CCR7,0.010498687664041995,4,GM12878
508,Transcriptional Regulation of White Adipocyte Differentiation,0.3869162353487723,0.6251920168310181,2/84,1.436486746522467,NCOA3;NFKB1,0.005249343832020997,2,GM12878
509,"FOXO-mediated Transcription of Oxidative Stress, Metabolic and Neuronal Genes",0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,POMC,0.0026246719160104987,1,GM12878
510,Interaction Between L1 and Ankyrins,0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,SPTBN2,0.0026246719160104987,1,GM12878
511,Metalloprotease DUBs,0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,KAT2B,0.0026246719160104987,1,GM12878
512,Nicotinate Metabolism,0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,NT5E,0.0026246719160104987,1,GM12878
513,Sealing of the Nuclear Envelope (NE) by ESCRT-III,0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,TUBA8,0.0026246719160104987,1,GM12878
514,Transcriptional Regulation of Brown and Beige Adipocyte Differentiation,0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,CHD3,0.0026246719160104987,1,GM12878
515,Transcriptional Regulation of Brown and Beige Adipocyte Differentiation by EBF2,0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,CHD3,0.0026246719160104987,1,GM12878
516,Turbulent Flow Shear Stress Activates Signaling by PIEZO1 and Integrins in Endothelial Cells,0.3917903662363642,0.6251920168310181,1/31,1.936328220281148,NFKB1,0.0026246719160104987,1,GM12878
517,RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs,0.3925448057193544,0.6251920168310181,2/85,1.3975228709389025,SPI1;TP73,0.005249343832020997,2,GM12878
518,SARS-CoV Infections,0.3957581557295952,0.6290953342522467,9/498,1.0596812914053504,IFNAR2;SYK;PLCG2;BLNK;PTPN6;NOD2;CHD3;JAK3;NFKB1,0.023622047244094488,9,GM12878
519,DNA Replication,0.3978025868334133,0.6304678640171831,3/143,1.2254288479609408,CCNE1;POLD1;MCM5,0.007874015748031496,3,GM12878
520,Peptide Hormone Metabolism,0.3981500086702453,0.6304678640171831,2/86,1.3598791698138295,POMC;RAB27A,0.005249343832020997,2,GM12878
521,Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,0.401475894252832,0.630890690968736,1/32,1.824936971083941,TUBA8,0.0026246719160104987,1,GM12878
522,Nuclear Signaling by ERBB4,0.401475894252832,0.630890690968736,1/32,1.824936971083941,ADAP1,0.0026246719160104987,1,GM12878
523,Termination of Translesion DNA Synthesis,0.401475894252832,0.630890690968736,1/32,1.824936971083941,POLD1,0.0026246719160104987,1,GM12878
524,Thrombin Signalling Through Proteinase Activated Receptors (PARs),0.401475894252832,0.630890690968736,1/32,1.824936971083941,GNG7,0.0026246719160104987,1,GM12878
525,Clathrin-mediated Endocytosis,0.4063455380635169,0.6337968597955926,3/145,1.1801994904280346,ITSN2;FCHO1;IL7R,0.007874015748031496,3,GM12878
526,Muscle Contraction,0.4078618224426164,0.6337968597955926,4/204,1.1128649903997303,TMOD1;KAT2B;STIM1;ATP2A3,0.010498687664041995,4,GM12878
527,Neurotransmitter Receptors and Postsynaptic Signal Transmission,0.4078618224426164,0.6337968597955926,4/204,1.1128649903997303,GRIN2A;GNG7;NCALD;TUBA8,0.010498687664041995,4,GM12878
528,Protein-protein Interactions at Synapses,0.4092876192555353,0.6337968597955926,2/88,1.2883304889660774,GRIN2A;DBNL,0.005249343832020997,2,GM12878
529,Diseases of Metabolism,0.4102450743267826,0.6337968597955926,5/264,1.0673827692785256,POMC;CHST6;PNP;GBE1;ADA,0.013123359580052493,5,GM12878
530,Activation of the Pre-Replicative Complex,0.4110076605947176,0.6337968597955926,1/33,1.72236477877073,MCM5,0.0026246719160104987,1,GM12878
531,Amino Acid Transport Across the Plasma Membrane,0.4110076605947176,0.6337968597955926,1/33,1.72236477877073,SLC1A4,0.0026246719160104987,1,GM12878
532,Glucagon Signaling in Metabolic Regulation,0.4110076605947176,0.6337968597955926,1/33,1.72236477877073,GNG7,0.0026246719160104987,1,GM12878
533,Signal Amplification,0.4110076605947176,0.6337968597955926,1/33,1.72236477877073,GNG7,0.0026246719160104987,1,GM12878
534,TNFR1-induced NF-kappa-B Signaling Pathway,0.4110076605947176,0.6337968597955926,1/33,1.72236477877073,BIRC3,0.0026246719160104987,1,GM12878
535,RAF MAP Kinase Cascade,0.413381758300226,0.6362685645479225,5/265,1.054133654593397,APBB1IP;CSK;RASAL3;JAK3;SPTBN2,0.013123359580052493,5,GM12878
536,Opioid Signalling,0.4203239508760507,0.6440033887283404,2/90,1.2214254077516238,POMC;GNG7,0.005249343832020997,2,GM12878
537,Diseases of Carbohydrate Metabolism,0.4203880985929967,0.6440033887283404,1/34,1.627700075762325,GBE1,0.0026246719160104987,1,GM12878
538,Deubiquitination,0.4227764543043324,0.6440033887283404,5/268,1.015442645182722,KAT2B;FOXK1;NOD2;USP18;BIRC3,0.013123359580052493,5,GM12878
539,RHOA GTPase Cycle,0.4233207859873419,0.6440033887283404,3/149,1.0954751825001834,PREX1;ARHGEF3;GMIP,0.007874015748031496,3,GM12878
540,Signaling by NOTCH,0.4256847174932795,0.6440033887283404,4/209,1.0336774697378264,FCER2;KAT2B;ATP2A3;ST3GAL6,0.010498687664041995,4,GM12878
541,Downstream TCR Signaling,0.4258026525749023,0.6440033887283404,2/91,1.1895959155505185,NFKB1;HLA-DRB1,0.005249343832020997,2,GM12878
542,S Phase,0.4275393200430323,0.6440033887283404,3/150,1.0754172769091563,CCNE1;POLD1;MCM5,0.007874015748031496,3,GM12878
543,Diseases Associated With the TLR Signaling Cascade,0.4296196034709373,0.6440033887283404,1/35,1.5401478104778767,NFKB1,0.0026246719160104987,1,GM12878
544,Diseases of Immune System,0.4296196034709373,0.6440033887283404,1/35,1.5401478104778767,NFKB1,0.0026246719160104987,1,GM12878
545,Impaired BRCA2 Binding to RAD51,0.4296196034709373,0.6440033887283404,1/35,1.5401478104778767,BLM,0.0026246719160104987,1,GM12878
546,Inwardly Rectifying K+ Channels,0.4296196034709373,0.6440033887283404,1/35,1.5401478104778767,GNG7,0.0026246719160104987,1,GM12878
547,Negative Regulators of DDX58 IFIH1 Signaling,0.4296196034709373,0.6440033887283404,1/35,1.5401478104778767,NLRC5,0.0026246719160104987,1,GM12878
548,Oncogene Induced Senescence,0.4296196034709373,0.6440033887283404,1/35,1.5401478104778767,CDK6,0.0026246719160104987,1,GM12878
549,Resolution of D-loop Structures Through Holliday Junction Intermediates,0.4296196034709373,0.6440033887283404,1/35,1.5401478104778767,BLM,0.0026246719160104987,1,GM12878
550,Metabolism of Lipids,0.4301162026537158,0.6440033887283404,13/758,0.9140846175466876,ARSA;CERS4;DGAT2;NCOA3;PIK3CD;PLAAT2;AGPAT3;PIK3R6;PIK3R5;SMPD3;POMC;ALOX5;NUDT19,0.03412073490813648,13,GM12878
551,MAPK1 MAPK3 Signaling,0.4321443708487881,0.644005763669862,5/271,0.9782806271928796,APBB1IP;CSK;RASAL3;JAK3;SPTBN2,0.013123359580052493,5,GM12878
552,DNA Double-Strand Break Repair,0.4359435128398634,0.644005763669862,3/152,1.03656943046685,BLM;DCLRE1C;POLD1,0.007874015748031496,3,GM12878
553,Class A 1 (Rhodopsin-like Receptors),0.4364207618576238,0.644005763669862,6/333,0.9437878303012572,POMC;GPR132;CCL5;PTAFR;SAA1;CCR7,0.015748031496062992,6,GM12878
554,Activation of NMDA Receptors and Postsynaptic Events,0.4366783773240927,0.644005763669862,2/93,1.1289669155582398,GRIN2A;TUBA8,0.005249343832020997,2,GM12878
555,Post-translational Modification Synthesis of GPI-anchored Proteins,0.4366783773240927,0.644005763669862,2/93,1.1289669155582398,CD52;PIGB,0.005249343832020997,2,GM12878
