Experiment,Jump set,Gene count,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Uptake and Actions of Bacterial Toxins,0.4650016477167275,0.6109183220976865,1/44,1.2468285559264372,GUCY2C,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.4655393630958305,0.6109183220976865,2/111,0.982452822842828,NRG3;FGFR1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Regulation of Endogenous Retroelements,0.4655393630958305,0.6109183220976865,2/111,0.982452822842828,ZNF382;ZNF418,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,DAP12 Interactions,0.4725617403094994,0.6179653527124223,1/45,1.1927670773676702,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,TAK1-dependent IKK and NF-kappa-B Activation,0.4725617403094994,0.6179653527124223,1/45,1.1927670773676702,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Metabolism of Polyamines,0.480015374107567,0.6266169281543806,1/46,1.1418541302680223,OAZ2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Sensory Perception of Taste,0.4873640428371029,0.6339970505080922,1/47,1.0938519476092736,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Inhibition of DNA Recombination at Telomere,0.4873640428371029,0.6339970505080922,1/47,1.0938519476092736,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Negative Regulation of the PI3K AKT Network,0.497523913077478,0.6460900815658916,2/118,0.8426345259555829,NRG3;FGFR1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,XBP1(S) Activates Chaperone Genes,0.5017523563861601,0.6493265788526779,1/49,1.005737534348123,WFS1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NOTCH3,0.5017523563861601,0.6493265788526779,1/49,1.005737534348123,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,FCGR3A-mediated IL10 Synthesis,0.5108543776372916,0.6599638591929087,2/121,0.7901605126442185,ADCY2;ADCY1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Extension of Telomeres,0.5157382193651394,0.6628388111428253,1/51,0.9269240995871076,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,IRE1alpha Activates Chaperones,0.5157382193651394,0.6628388111428253,1/51,0.9269240995871076,WFS1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity,0.5157382193651394,0.6628388111428253,1/51,0.9269240995871076,CDH1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Nuclear Envelope Breakdown,0.5293328495991745,0.6764664264502264,1/53,0.8561652583849891,PRKCA,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Nuclear Receptor Transcription Pathway,0.5293328495991745,0.6764664264502264,1/53,0.8561652583849891,RARG,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Intraflagellar Transport,0.5293328495991745,0.6764664264502264,1/53,0.8561652583849891,KIF17,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by Nuclear Receptors,0.5302252734016024,0.6764664264502264,4/270,0.6675710473937126,RARG;APOC1;GNB3;KRAS,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Metabolism of Vitamins and Cofactors,0.530863358724977,0.6764664264502264,3/198,0.6817177742396883,BTD;SDC4;HSPG2,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,MHC Class II Antigen Presentation,0.5325514662802726,0.6774634298939523,2/126,0.7111580626048668,KLC3;OSBPL1A,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,NR1H2 and NR1H3-mediated Signaling,0.5359868725784508,0.6795223401503071,1/54,0.8234735052808809,APOC1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Ion Homeostasis,0.5359868725784508,0.6795223401503071,1/54,0.8234735052808809,RYR1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Glycerophospholipid Biosynthesis,0.5410450671080044,0.68320730730277,2/128,0.6822244276392848,MBOAT2;PLAAT3,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RHOJ GTPase Cycle,0.5425471533753022,0.68320730730277,1/55,0.7924178331339731,SYDE1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Intrinsic Pathway for Apoptosis,0.5425471533753022,0.68320730730277,1/55,0.7924178331339731,UACA,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Ion Transport by P-type ATPases,0.5425471533753022,0.68320730730277,1/55,0.7924178331339731,ATP9A,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Programmed Cell Death,0.5443737368348274,0.68320730730277,3/202,0.6413724361249029,CDH1;MAPT;UACA,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transcriptional Regulation by RUNX1,0.5443737368348274,0.68320730730277,3/202,0.6413724361249029,PHC1;CBX2;MYL9,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Regulation of PTEN Stability and Activity,0.5490150079514171,0.6878781004148409,1/56,0.7628932304979303,TNKS2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,mRNA 3'-End Processing,0.5616786107381192,0.6957501018261545,1/58,0.7080580235239892,U2AF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,0.5616786107381192,0.6957501018261545,1/58,0.7080580235239892,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Constitutive Signaling by NOTCH1 PEST Domain Mutants,0.5616786107381192,0.6957501018261545,1/58,0.7080580235239892,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,0.5616786107381192,0.6957501018261545,1/58,0.7080580235239892,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NOTCH1 PEST Domain Mutants in Cancer,0.5616786107381192,0.6957501018261545,1/58,0.7080580235239892,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NOTCH1 in Cancer,0.5616786107381192,0.6957501018261545,1/58,0.7080580235239892,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Respiratory Syncytial Virus Infection Pathway,0.5618089057526702,0.6957501018261545,2/133,0.6157980984003253,SDC4;HSPG2,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NTRKs,0.5658804711840402,0.6963474118376696,2/134,0.6034484804724816,KRAS;GRIN2B,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NOTCH,0.5674660910940582,0.6963474118376696,3/209,0.5770433973148019,TLE2;JAG1;TLE1,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,NRAGE Signals Death Through JNK,0.567876900028046,0.6963474118376696,1/59,0.6825759586429734,RASGRF2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RHOQ GTPase Cycle,0.567876900028046,0.6963474118376696,1/59,0.6825759586429734,SYDE1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Formation of Paraxial Mesoderm,0.567876900028046,0.6963474118376696,1/59,0.6825759586429734,FGFR1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Meiotic Synapsis,0.567876900028046,0.6963474118376696,1/59,0.6825759586429734,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Generic Transcription Pathway,0.5698389121592148,0.6976096666040796,17/1230,0.5503992825428088,ZNF582;ZNF571;RARG;TCF7L1;PHC1;JAG1;ZNF382;CBX2;SERPINE1;GRIN2B;SKI;ZNF418;ZNF616;KRAS;ZNF215;MYL9;ZNF521,0.05723905723905724,17
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Phospholipid Metabolism,0.5739313374183311,0.6981185502813326,3/211,0.5600103350079558,MBOAT2;TNFAIP8L3;PLAAT3,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by Hedgehog,0.5739419432598267,0.6981185502813326,2/136,0.5796144026232365,ADCY2;ADCY1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,MITF-M-regulated Melanocyte Development,0.5739419432598267,0.6981185502813326,2/136,0.5796144026232365,TCF7L1;CDH1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks,0.5739878454853202,0.6981185502813326,1/60,0.6582807173660155,EYA1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",0.5800126737609347,0.7020218122543352,1/61,0.6351018544742011,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Assembly of Collagen Fibrils and Other Multimeric Structures,0.5800126737609347,0.7020218122543352,1/61,0.6351018544742011,COL18A1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,DNA Double Strand Break Response,0.5800126737609347,0.7020218122543352,1/61,0.6351018544742011,EYA1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Kinesins,0.5859525941900247,0.7080654934638747,1/62,0.6129740783807816,KLC3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Epigenetic Regulation of Gene Expression,0.5894271048786461,0.7105505324948751,4/291,0.5149429046368231,ZNF382;ZNF418;DNMT3B;TET1,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Peroxisomal Protein Import,0.5918087991234053,0.7105505324948751,1/63,0.5918368017253448,PIPOX,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transcriptional Regulation by MECP2,0.5918087991234053,0.7105505324948751,1/63,0.5918368017253448,GRIN2B,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Translation of Structural Proteins 9694635,0.5918087991234053,0.7105505324948751,1/63,0.5918368017253448,ZDHHC11,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Bacterial Infection Pathways,0.60129632046793,0.7196961916292791,2/143,0.5044671776210946,GUCY2C;CDH1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Antigen Processing Ubiquitination & Proteasome Degradation,0.6028685345435881,0.7196961916292791,4/296,0.4844114656897571,TRIM71;RNF144B;KLHL25;FBXO2,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,O-linked Glycosylation of Mucins,0.6032747488657193,0.7196961916292791,1/65,0.5523125348391552,GALNT16,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function,0.6032747488657193,0.7196961916292791,1/65,0.5523125348391552,MYL9,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Class I MHC Mediated Antigen Processing & Presentation,0.6072084426273742,0.72323553357528,5/373,0.4735024392422999,MRC2;TRIM71;RNF144B;KLHL25;FBXO2,0.016835016835016835,5
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,0.6114400015664602,0.7271178397006554,3/223,0.4688082018610953,CXADR;CDH1;PVR,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.6139147672029281,0.7271929749136897,6/451,0.4593688725450982,JAG1;NRG3;TNKS2;KRAS;VCL;FGFR1,0.020202020202020204,6
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Collagen Biosynthesis and Modifying Enzymes,0.6144197328147752,0.7271929749136897,1/67,0.5161240601671444,COL18A1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RNA Polymerase II Transcription Termination,0.6144197328147752,0.7271929749136897,1/67,0.5161240601671444,U2AF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Vesicle-mediated Transport,0.6198105547608641,0.7313347846677873,10/752,0.4497486171747019,GJC1;SCARB2;APP;KLC3;CTTN;CLTCL1;STON1;GJB7;PACSIN3;STON2,0.03367003367003367,10
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Downstream Signaling Events of B Cell Receptor (BCR),0.6198746704269749,0.7313347846677873,1/68,0.4991689736500703,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Circadian Clock,0.6305549157415404,0.7427639007475154,1/70,0.4673389632259938,SERPINE1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Base Excision Repair,0.6357823690550582,0.7477440441087791,1/71,0.4523924143408229,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,trans-Golgi Network Vesicle Budding,0.6409361149265127,0.7514423416379803,1/72,0.4380475382692848,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NOTCH4,0.6409361149265127,0.7514423416379803,1/72,0.4380475382692848,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RNA Polymerase II Transcription,0.644534262420076,0.7539304794019612,18/1360,0.410068459839205,ZNF582;ZNF571;RARG;TCF7L1;PHC1;JAG1;ZNF382;CBX2;SERPINE1;U2AF1;GRIN2B;SKI;ZNF418;ZNF616;KRAS;ZNF215;MYL9;ZNF521,0.06060606060606061,18
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,CDC42 GTPase Cycle,0.6450742069749401,0.7539304794019612,2/155,0.4004247791664286,SYDE1;RASGRF2,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,SARS-CoV-2 Infection,0.6465346086521724,0.7544584824833462,4/313,0.3941616737426733,SDC4;ZDHHC11;HSPG2;CRB3,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RHOC GTPase Cycle,0.6510266122140144,0.754989001451291,1/74,0.411043118184946,ARHGEF28,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RHOG GTPase Cycle,0.6510266122140144,0.754989001451291,1/74,0.411043118184946,DOCK5,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Glycolysis,0.6510266122140144,0.754989001451291,1/74,0.411043118184946,PGAM2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transport of Mature mRNA Derived From an Intron-Containing Transcript,0.6510266122140144,0.754989001451291,1/74,0.411043118184946,U2AF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Factors Involved in Megakaryocyte Development and Platelet Production,0.6554087548971433,0.7588943477756397,2/158,0.3784281302783414,DOCK5;KLC3,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,NoRC Negatively Regulates rRNA Expression,0.6608345199237871,0.7616397856748732,1/76,0.3861043165690717,DNMT3B,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"Cell Death Signalling via NRAGE, NRIF and NADE",0.6608345199237871,0.7616397856748732,1/76,0.3861043165690717,RASGRF2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,0.6608345199237871,0.7616397856748732,1/76,0.3861043165690717,PRKCA,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by GPCR,0.6676160358004687,0.7682719919673086,9/706,0.3635021756134742,APP;PLPPR3;RASGRF2;GNB3;ADCY2;PRKCA;KRAS;ADCY1;NTSR1,0.030303030303030304,9
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Interferon Alpha Beta Signaling,0.6703677247282509,0.7702535454634896,1/78,0.3630356805333542,IFITM3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,GPCR Downstream Signalling,0.6725957272493783,0.7716282269670782,8/633,0.3537513866650761,APP;RASGRF2;GNB3;ADCY2;PRKCA;KRAS;ADCY1;NTSR1,0.026936026936026935,8
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Protein Localization,0.6753571765511279,0.7719488349666632,2/164,0.3384477744190349,APP;PIPOX,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Disorders of Transmembrane Transporters,0.6753571765511279,0.7719488349666632,2/164,0.3384477744190349,SLC1A3;SLC5A5,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Cellular Responses to Stress,0.6759712391753535,0.7719488349666632,10/787,0.350962675032036,IMPACT;PHC1;WFS1;CREB3L1;CBX2;GRB10;HMGA2;CHAC1;TERF1;ETS2,0.03367003367003367,10
