Experiment,Jump set,Gene count,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Trafficking of GluR2-containing AMPA Receptors,0.1932859683101212,0.4240577001712963,1/17,8.108213163706939,PRKCA,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Translation of Replicase and Assembly of the Replication Transcription Complex 9694676,0.1932859683101212,0.4240577001712963,1/17,8.108213163706939,MAP1LC3B,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Metabolism of Nitric Oxide NOS3 Activation and Regulation,0.1932859683101212,0.4240577001712963,1/17,8.108213163706939,DDAH1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Parasitic Infection Pathways,0.1954357012358796,0.4261911075143881,5/245,2.6972313467649305,APP;GNB3;GNG12;PRKACB;GNG11,0.019455252918287938,5
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Leishmania Infection,0.1954357012358796,0.4261911075143881,5/245,2.6972313467649305,APP;GNB3;GNG12;PRKACB;GNG11,0.019455252918287938,5
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,PKA Activation,0.2034188278758055,0.4383191410181047,1/18,7.393641842618357,PRKACB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Crosslinking of Collagen Fibrils,0.2034188278758055,0.4383191410181047,1/18,7.393641842618357,LOXL4,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,FGFR1 Ligand Binding and Activation,0.2034188278758055,0.4383191410181047,1/18,7.393641842618357,FGFR1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Translation of Replicase and Assembly of the Replication Transcription Complex 9679504,0.2034188278758055,0.4383191410181047,1/18,7.393641842618357,MAP1LC3B,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Collagen Biosynthesis and Modifying Enzymes,0.2054833986336079,0.4411833295517167,2/67,3.8489669966438664,COL6A1;COL8A2,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHO GTPase Cycle,0.2059668030227628,0.4411833295517167,8/450,2.272188709122363,DOCK5;DLG5;ARHGEF28;RHOJ;ARHGAP5;FERMT2;LRRC1;PICALM,0.0311284046692607,8
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Assembly of Active LPL and LIPC Lipase Complexes,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,ANGPTL4,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Plasma Lipoprotein Assembly,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,PRKACB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHO GTPases Activate ROCKs,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,MYL9,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHO GTPases Activate CIT,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,MYL9,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Diseases of Hemostasis,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,TPST1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Ephrin Signaling,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,EPHB2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by Ligand-Responsive EGFR Variants in Cancer,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,VEGFR2 Mediated Cell Proliferation,0.2134249127629067,0.4453015470903299,1/19,6.771987024795879,PRKCA,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHOB GTPase Cycle,0.2192869262536,0.4540185657316092,2/70,3.5274559933754532,ARHGEF28;ARHGAP5,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,ESR-mediated Signaling,0.2218833730347565,0.4540185657316092,4/192,2.5369202990983024,GNB3;GNG12;GNG11;EGFR,0.01556420233463035,4
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,PKA-mediated Phosphorylation of CREB,0.2233058027939075,0.4540185657316092,1/20,6.2272579226427816,PRKACB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Chondroitin Sulfate Biosynthesis,0.2233058027939075,0.4540185657316092,1/20,6.2272579226427816,CSGALNACT1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Defective B3GALT6 Causes EDSP2 and SEMDJL1,0.2233058027939075,0.4540185657316092,1/20,6.2272579226427816,HSPG2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Defective B3GAT3 Causes JDSSDHD,0.2233058027939075,0.4540185657316092,1/20,6.2272579226427816,HSPG2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Defective B4GALT7 Causes EDS, Progeroid Type",0.2233058027939075,0.4540185657316092,1/20,6.2272579226427816,HSPG2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Ras Activation Upon Ca2+ Influx Through NMDA Receptor,0.2233058027939075,0.4540185657316092,1/20,6.2272579226427816,LRRC7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Sema4D Induced Cell Migration and Growth-Cone Collapse,0.2233058027939075,0.4540185657316092,1/20,6.2272579226427816,MYL9,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Cardiac Conduction,0.223873795533404,0.4540185657316092,3/130,2.797280320305274,CACNA1C;SCN1B;CORIN,0.011673151750972763,3
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by Rho GTPases,0.2252833881300626,0.4556010419166631,11/672,1.9726141092074685,PPP2CB;DOCK5;DLG5;ARHGEF28;RHOJ;PRKCA;ARHGAP5;MYL9;FERMT2;LRRC1;PICALM,0.042801556420233464,11
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Negative Regulation of NMDA Receptor-Mediated Neuronal Transmission,0.233063058143907,0.4610318417928652,1/21,5.746845519422592,LRRC7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,PI-3K Cascade FGFR1,0.233063058143907,0.4610318417928652,1/21,5.746845519422592,FGFR1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,CD209 (DC-SIGN) Signaling,0.233063058143907,0.4610318417928652,1/21,5.746845519422592,PRKACB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,CTLA4 Inhibitory Signaling,0.233063058143907,0.4610318417928652,1/21,5.746845519422592,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHO GTPases Activate PAKs,0.233063058143907,0.4610318417928652,1/21,5.746845519422592,MYL9,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,SHC-mediated Cascade FGFR1,0.233063058143907,0.4610318417928652,1/21,5.746845519422592,FGFR1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Synthesis, Secretion, and Inactivation of Glucagon-like Peptide-1 (GLP-1)",0.233063058143907,0.4610318417928652,1/21,5.746845519422592,GNB3,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Unblocking of NMDA Receptors, Glutamate Binding and Activation",0.233063058143907,0.4610318417928652,1/21,5.746845519422592,LRRC7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,GPCR Ligand Binding,0.2342735587727488,0.4611903177924015,8/467,2.007937608135752,APP;GABBR2;HRH1;GNB3;LPAR3;GNG12;GNG11;NTSR1,0.0311284046692607,8
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Vesicle-mediated Transport,0.2371036228425961,0.4611903177924015,12/752,1.8563059215345792,GJC1;APP;MAP1LC3B;LMAN2L;SGIP1;DNAJC6;CLTCL1;PACSIN3;PIP5K1C;EGFR;PICALM;EPN2,0.04669260700389105,12
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHOC GTPase Cycle,0.2378048912554576,0.4611903177924015,2/74,3.152852308860595,ARHGEF28;ARHGAP5,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHOG GTPase Cycle,0.2378048912554576,0.4611903177924015,2/74,3.152852308860595,DOCK5;ARHGAP5,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by NOTCH1,0.2378048912554576,0.4611903177924015,2/74,3.152852308860595,TLE1;HDAC7,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Glycolysis,0.2378048912554576,0.4611903177924015,2/74,3.152852308860595,PPP2CB;PRKACB,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Plasma Lipoprotein Assembly, Remodeling, and Clearance",0.2424485372518341,0.4611903177924015,2/75,3.0676370414129894,ANGPTL4;PRKACB,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,NPAS4 Regulates Expression of Target Genes,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,RET,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Neurodegenerative Diseases,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Defects in Vitamin and Cofactor Metabolism,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,BTD,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Deregulated CDK5 Triggers Multiple Neurodegenerative Pathways in Alzheimer's Disease Models,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,E2F Mediated Regulation of DNA Replication,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,ERK MAPK Targets,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by ERBB2 TMD JMD Mutants,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Insertion of Tail-Anchored Proteins Into the Endoplasmic Reticulum Membrane,0.2426982197222444,0.4611903177924015,1/22,5.320684819645164,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by Hedgehog,0.2437984729948562,0.4620683100740207,3/136,2.5181558139590057,SCUBE2;KIF7;PRKACB,0.011673151750972763,3
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.2478993591385818,0.4686139321575281,11/688,1.8008598284570618,PPP2CB;DOCK5;DLG5;ARHGEF28;RHOJ;PRKCA;ARHGAP5;MYL9;FERMT2;LRRC1;PICALM,0.042801556420233464,11
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Activated TAK1 Mediates P38 MAPK Activation,0.2522128092109894,0.4706239017235987,1/23,4.940652496857102,MAP2K3,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Azathioprine ADME,0.2522128092109894,0.4706239017235987,1/23,4.940652496857102,XDH,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,FRS-mediated FGFR1 Signaling,0.2522128092109894,0.4706239017235987,1/23,4.940652496857102,FGFR1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Synthesis of Bile Acids and Bile Salts via 7Alpha-Hydroxycholesterol,0.2522128092109894,0.4706239017235987,1/23,4.940652496857102,HSD3B7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Long-term Potentiation,0.2522128092109894,0.4706239017235987,1/23,4.940652496857102,LRRC7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Metabolism,0.2569189888643767,0.4746978208174419,31/2181,1.567495242602219,SLC27A1;FITM2;PYGL;CACNA1C;AK5;PPP2CB;ARSK;PIP5K1C;PRKACB;XDH;CSGALNACT1;HSD3B7;NQO2;SCD5;ACOT11;PRKCA;CMBL;GNG12;HSPG2;GNG11;PDP1;EXT2;TPST1;BTD;GSTA4;DDAH1;GNB3;PRKD1;ANGPTL4;CD44;CERS1,0.12062256809338522,31
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Other Interleukin Signaling,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,STX3,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RHO GTPases Activate NADPH Oxidases,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,PRKCA,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Cytosolic Sulfonation of Small Molecules,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,TPST1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RUNX2 Regulates Osteoblast Differentiation,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,ZNF521,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Estrogen-dependent Nuclear Events Downstream of ESR-membrane Signaling,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Sema4D in Semaphorin Signaling,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,MYL9,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Glutamate Neurotransmitter Release Cycle,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,SLC1A2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,HS-GAG Degradation,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,HSPG2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Incretin Synthesis, Secretion, and Inactivation",0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,GNB3,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Triglyceride Catabolism,0.2616083294283968,0.4746978208174419,1/24,4.600126595322002,PRKACB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Amyloid Fiber Formation,0.2657095855312011,0.4771816437574008,2/80,2.6846860686530825,APP;HSPG2,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Post NMDA Receptor Activation Events,0.2657095855312011,0.4771816437574008,2/80,2.6846860686530825,LRRC7;PRKACB,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Cytokine Signaling in Immune System,0.2702184731860209,0.4771816437574008,12/776,1.6326099623239352,IFITM3;MAP2K3;APP;PPP2CB;CTF1;IL1R1;NEDD4;STX3;OSMR;IL17RC;CD44;SOCS5,0.04669260700389105,12
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,NOTCH3 Activation and Transmission of Signal to the Nucleus,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Basigin Interactions,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,ITGA3,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Cyclin A B1 B2 Associated Events During G2 M Transition,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Defective Intrinsic Pathway for Apoptosis,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by EGFR in Cancer,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by ERBB2 KD Mutants,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Glycogen Metabolism,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,PYGL,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Inflammasomes,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,TRAF6 Mediated NF-kB Activation,0.2708862646191874,0.4771816437574008,1/25,4.293659869104265,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Diseases of Glycosylation,0.2775728168811198,0.4862225666140202,3/146,2.125687523845708,EXT2;HSPG2;THSD4,0.011673151750972763,3
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Constitutive Signaling by Aberrant PI3K in Cancer,0.2796724694005577,0.4862225666140202,2/83,2.4849728854734203,EGFR;FGFR1,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,0.2800480804945393,0.4862225666140202,1/26,4.016734136493891,HSPG2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Attachment and Entry 9694614,0.2800480804945393,0.4862225666140202,1/26,4.016734136493891,HSPG2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Downregulation of TGF-beta Receptor Signaling,0.2800480804945393,0.4862225666140202,1/26,4.016734136493891,TGFBR2,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by ERBB2 in Cancer,0.2800480804945393,0.4862225666140202,1/26,4.016734136493891,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Toll Like Receptor 4 (TLR4) Cascade,0.2843881931296886,0.4925766790093172,3/148,2.0564821101403266,MAP2K3;APP;PPP2CB,0.011673151750972763,3
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Glucose Metabolism,0.2889715613284664,0.4971613838513561,2/85,2.3625977036417325,PPP2CB;PRKACB,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Cell Recruitment (Pro-Inflammatory Response),0.2890952245875979,0.4971613838513561,1/27,3.765573261830855,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Purinergic Signaling in Leishmaniasis Infection,0.2890952245875979,0.4971613838513561,1/27,3.765573261830855,APP,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Notch-HLH Transcription Pathway,0.2980291265278836,0.5101018619531625,1/28,3.5369991609809603,HDAC7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling,0.2980291265278836,0.5101018619531625,1/28,3.5369991609809603,LRRC7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Biological Oxidations,0.3043806010303469,0.5189899346547133,4/222,1.725785629205382,TPST1;NQO2;GSTA4;CMBL,0.01556420233463035,4
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Negative Regulation of FGFR3 Signaling,0.3068511981640484,0.5189899346547133,1/29,3.328319777752968,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Downregulation of ERBB2 Signaling,0.3068511981640484,0.5189899346547133,1/29,3.328319777752968,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,EGR2 and SOX10-mediated Initiation of Schwann Cell Myelination,0.3068511981640484,0.5189899346547133,1/29,3.328319777752968,SCD5,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,EPHA-mediated Growth Cone Collapse,0.3068511981640484,0.5189899346547133,1/29,3.328319777752968,MYL9,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Selective Autophagy,0.3075230413907072,0.5189899346547133,2/89,2.1405653773585533,MAP1LC3B;NBR1,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Regulation of CDH11 Expression and Function,0.3155628337419395,0.528594047476061,1/30,3.137241093250689,ANGPTL4,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Interconversion of Nucleotide Di- and Triphosphates,0.3155628337419395,0.528594047476061,1/30,3.137241093250689,AK5,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by FGFR,0.3167655367308954,0.528594047476061,2/91,2.039709981593042,PPP2CB;FGFR1,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Factors Involved in Megakaryocyte Development and Platelet Production,0.3186279267782727,0.528594047476061,3/158,1.7489804683042918,DOCK5;MAFF;PRKACB,0.011673151750972763,3
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Negative Regulation of FGFR4 Signaling,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Disassembly of the Destruction Complex and Recruitment of AXIN to the Membrane,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Downregulation of SMAD2 3 SMAD4 Transcriptional Activity,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,SKI,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Downstream Signaling of Activated FGFR1,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,FGFR1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,EGFR Downregulation,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,EGFR,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,FGFR1 Mutant Receptor Activation,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,FGFR1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity",0.324165410330623,0.528594047476061,1/31,2.9617973960933544,PRKCA,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Interaction Between L1 and Ankyrins,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,SCN1B,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Trafficking of AMPA Receptors,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,PRKCA,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,MAPK Targets Nuclear Events Mediated by MAP Kinases,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Turbulent Flow Shear Stress Activates Signaling by PIEZO1 and Integrins in Endothelial Cells,0.324165410330623,0.528594047476061,1/31,2.9617973960933544,VCL,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RAC3 GTPase Cycle,0.3305747908582822,0.5378340417559468,2/94,1.899665847583536,ARHGAP5;FERMT2,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,PINK1-PRKN Mediated Mitophagy,0.3326602876993811,0.5400135611980986,1/32,2.8002955739186173,MAP1LC3B,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Unfolded Protein Response (UPR),0.3351611970831637,0.5428561670877193,2/95,1.8557526558925237,WFS1;CREB3L1,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Cargo Concentration in the ER,0.3410488089421722,0.5450758006051494,1/33,2.6512702557026677,LMAN2L,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Regulation of Expression and Function of Type II Classical Cadherins,0.3410488089421722,0.5450758006051494,1/33,2.6512702557026677,ANGPTL4,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Regulation of Homotypic Cell-Cell Adhesion,0.3410488089421722,0.5450758006051494,1/33,2.6512702557026677,ANGPTL4,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Regulation of Pyruvate Metabolism,0.3410488089421722,0.5450758006051494,1/33,2.6512702557026677,PDP1,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Synthesis of Bile Acids and Bile Salts,0.3410488089421722,0.5450758006051494,1/33,2.6512702557026677,HSD3B7,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,"Inactivation, Recovery and Regulation of the Phototransduction Cascade",0.3410488089421722,0.5450758006051494,1/33,2.6512702557026677,PRKCA,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Metabolism of Nucleotides,0.348863314452322,0.55008458635151,2/98,1.7316001170421926,AK5;XDH,0.007782101167315175,2
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Negative Regulation of FGFR2 Signaling,0.3493323003423561,0.55008458635151,1/34,2.513447443005056,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Plasma Lipoprotein Remodeling,0.3493323003423561,0.55008458635151,1/34,2.513447443005056,ANGPTL4,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,RAF Activation,0.3493323003423561,0.55008458635151,1/34,2.513447443005056,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,Signaling by WNT in Cancer,0.3493323003423561,0.55008458635151,1/34,2.513447443005056,PPP2CB,0.0038910505836575876,1
HFFC6 small vs GM12878 mid/large,with mids (small -> mid/large),257,The Phototransduction Cascade,0.3493323003423561,0.55008458635151,1/34,2.513447443005056,PRKCA,0.0038910505836575876,1
